Year,Month,IncType,ParentPropertyType,NumFireDeaths,NumAllFireInjuries,IncGeo_BoroughName,IncGeo_WardName,IgnitionSource,ItemFirstIgnited,LocationFireStarted,ApplianceManufacturer,MainCauseModel,Date
2015,August,primary fire,dwelling,0,0,Redbridge,Bridge,tumble dryer - standard,,utility room,Hotpoint,tvf770,2015-08-01
2015,August,primary fire,dwelling,0,0,Enfield,Bowes,dishwasher,wiring insulation,kitchen,Hotpoint,fdw60p,2015-08-01
2015,August,primary fire,dwelling,0,0,Barking and dagenham,Chadwell heath,,plastic - raw material only,kitchen,Hotpoint,ultima,2015-08-01
2015,August,primary fire,dwelling,0,0,Newham,East ham,tumble dryer - standard,other textiles,kitchen,Creda,autodry,2015-08-01
2015,September,primary fire,dwelling,0,0,Westminster,Little venice,fridge - integrated,gases,kitchen,De dietrich,rg6170f41,2015-09-01
2015,September,primary fire,dwelling,0,0,Redbridge,Ilford town,spin dryer,rubber - raw material only,kitchen,,,2015-09-01
2015,September,late call,dwelling,0,0,Lambeth,Clapham town,washer/dryer combined,internal fittings,kitchen,Siemens,wdi1440 (washer dryer),2015-09-01
2015,September,primary fire,dwelling,0,0,Greenwich,Eltham town & avery hill,dishwasher,wiring insulation,kitchen,Siemens,,2015-09-01
2015,September,primary fire,dwelling,0,1,Greenwich,Kidbrooke park,tumble dryer - condensing,internal fittings,kitchen,,,2015-09-01
2015,September,primary fire,dwelling,0,0,Lewisham,Crofton park,,internal fittings,airing/drying cupboard,Haier,hwd80-1482,2015-09-01
2015,September,primary fire,dwelling,0,0,Bexley,Slade green & northend,,internal fittings,kitchen,Beko,beko ecocare wma10w,2015-09-01
2015,October,primary fire,dwelling,0,0,Westminster,St. james's,tumble dryer - condensing,wiring insulation,utility room,Whirlpool,awz7813,2015-10-01
2015,September,primary fire,dwelling,0,0,Harrow,Roxbourne,,plastic - raw material only,kitchen,Bosch,exxcel wfx3267ggb,2015-09-01
2015,September,primary fire,dwelling,0,0,Sutton,Sutton central,tumble dryer - condensing,plastic - raw material only,airing/drying cupboard,Zanussi,zdc37100,2015-09-01
2015,December,primary fire,dwelling,0,0,Ealing,Central greenford,tumble dryer - standard,wiring insulation,kitchen,Hoover,vision hd,2015-12-01
2015,October,primary fire,dwelling,0,0,Bromley,Biggin hill,dishwasher,plastic - raw material only,kitchen,Hotpoint,,2015-10-01
2015,October,primary fire,dwelling,0,0,Ealing,Walpole,tumble dryer - condensing,other textiles,utility room,Hotpoint,aquarius tcfm 80,2015-10-01
2015,October,primary fire,dwelling,0,0,Waltham forest,St. james,dishwasher,,kitchen,Indesit,ls08-bit 100,2015-10-01
2015,October,primary fire,dwelling,0,0,Hackney,Hackney downs,freezer - freestanding,wiring insulation,kitchen,Hotpoint,,2015-10-01
2015,October,primary fire,dwelling,0,0,Waltham forest,Forest,fridge/freezer - freestanding,rubber - raw material only,corridor/hall,Elecrolux,,2015-10-01
2015,December,primary fire,dwelling,0,0,Sutton,Carshalton central,fridge - integrated,plastic - raw material only,garage,Philips,amb 595  /ph,2015-12-01
2015,June,primary fire,dwelling,0,0,Redbridge,Clayhall,freezer - integrated,plastic - raw material only,kitchen,Philips,amb598/ph,2015-06-01
2015,December,primary fire,dwelling,0,0,Bexley,Crook log,tumble dryer - condensing,clothing,kitchen,Hoover,aqua vision dyc 8913b - 80,2015-12-01
2015,December,primary fire,dwelling,0,0,Barnet,Edgwarebury,tumble dryer - condensing,wiring insulation,kitchen,Maytag,intellisense super 9,2015-12-01
2015,December,primary fire,dwelling,0,0,Brent,Dollis hill,fridge/freezer - freestanding,unspecified internal fitting/part of structure,dining room,Cold zone,cz240fft,2015-12-01
2015,December,primary fire,dwelling,0,1,Croydon,Broad green,tumble dryer - standard,internal fittings,utility room,Hoover,,2015-12-01
2015,December,primary fire,dwelling,0,1,Wandsworth,Tooting bec,tumble dryer - condensing,internal fittings,kitchen,Siemens,wt46e381gb,2015-12-01
2015,December,primary fire,dwelling,0,0,Wandsworth,West putney,tumble dryer - standard,other textiles,"under stairs (enclosed, storage area)",Hotpoint,,2015-12-01
2015,April,primary fire,dwelling,0,0,Barking and dagenham,Longbridge,,wiring insulation,kitchen,,,2015-04-01
2015,April,primary fire,dwelling,0,0,Newham,Plaistow south,tumble dryer - condensing,wiring insulation,kitchen,Indesit,is70c,2015-04-01
2015,April,primary fire,dwelling,0,0,Merton,Cannon hill,freezer - freestanding,foam - raw material only,garage,,,2015-04-01
2015,November,primary fire,dwelling,0,0,Havering,Hylands & harrow lodge,tumble dryer - standard,other item,,Hotpoint,aquaris - model tdl30p,2015-11-01
2015,November,primary fire,dwelling,0,0,Brent,Stonebridge,,plastic - raw material only,kitchen,Indesit,widl series,2015-11-01
2015,November,primary fire,dwelling,0,0,Sutton,Carshalton south & clockhouse,fridge/freezer - freestanding,capacitor,kitchen,Hotpoint,rfs60s,2015-11-01
2015,November,primary fire,dwelling,0,0,Bexley,Belvedere,,internal fittings,kitchen,Hoover,optima,2015-11-01
2015,November,primary fire,dwelling,0,0,Brent,Kenton,tumble dryer - standard,internal fittings,kitchen,Hotpoint,,2015-11-01
2015,November,primary fire,dwelling,0,0,Merton,Longthornton,,internal fittings,kitchen,Beko,wm6355w,2015-11-01
2015,July,primary fire,dwelling,0,1,Sutton,The wrythe,tumble dryer - standard,clothing,corridor/hall,,,2015-07-01
2015,July,primary fire,dwelling,0,0,Waltham forest,Chapel end,freezer - freestanding,wiring insulation,kitchen,Avita,,2015-07-01
2015,July,primary fire,dwelling,0,1,Hounslow,Cranford,fridge - freestanding,wiring insulation,bedroom,,,2015-07-01
2015,July,primary fire,dwelling,0,0,Enfield,Enfield lock,freezer - freestanding,plastic - raw material only,utility room,,,2015-07-01
2015,June,primary fire,dwelling,0,0,Islington,Barnsbury,tumble dryer - standard,wiring insulation,utility room,White knight,044aw,2015-06-01
2015,June,primary fire,dwelling,0,0,Sutton,Hackbridge,dishwasher,wiring insulation,kitchen,Hotpoint,aquarius,2015-06-01
2015,June,primary fire,dwelling,0,0,Harrow,Stanmore,dishwasher,plastic - raw material only,kitchen,,,2015-06-01
2015,June,primary fire,dwelling,0,0,Barnet,Hendon,tumble dryer - standard,wiring insulation,garage,,,2015-06-01
2015,June,primary fire,dwelling,0,0,Newham,Beckton,tumble dryer - standard,other item,kitchen,Hotpoint,aquarius tdc30,2015-06-01
2015,June,primary fire,dwelling,0,0,Brent,Queens park,tumble dryer - standard,other textiles,kitchen,Creda,,2015-06-01
2015,May,primary fire,dwelling,0,0,Ealing,Hanger hill,,,kitchen,Bosch,w1200,2015-05-01
2015,April,primary fire,dwelling,0,0,Harrow,Harrow weald,washer/dryer combined,plastic - raw material only,kitchen,,,2015-04-01
2015,June,primary fire,dwelling,0,0,Barnet,Garden suburb,,unspecified internal fitting/part of structure,kitchen,Siemens,wm14s794gb,2015-06-01
2015,May,primary fire,dwelling,0,0,Lewisham,Downham,tumble dryer - standard,wiring insulation,living room,,,2015-05-01
2015,April,primary fire,dwelling,0,0,Kingston upon thames,Coombe vale,fridge/freezer - integrated,plastic - raw material only,kitchen,Zanussi,df 77 30 ff,2015-04-01
2015,April,primary fire,dwelling,0,0,Waltham forest,Larkswood,tumble dryer - condensing,clothing,kitchen,Indesit,idc85uk,2015-04-01
2015,December,primary fire,hospitals and medical care,0,0,Barking and dagenham,Longbridge,,plastic - raw material only,,Girbau,,2015-12-01
2015,November,primary fire,entertainment and culture,0,0,Barnet,Colindale north,dishwasher,capacitor,kitchen,Electrolux,commercial dishwasher,2015-11-01
2015,August,primary fire,hospitals and medical care,0,0,Southwark,St. giles,dishwasher,wiring insulation,kitchen,,,2015-08-01
2015,December,primary fire,industrial manufacturing,0,0,Enfield,Edmonton green,fridge - freestanding,plastic - raw material only,kitchen,Tefcold,,2015-12-01
2015,October,primary fire,education,0,0,Lambeth,Waterloo & south bank,fridge - freestanding,plastic - raw material only,canteen/restaurant,Hobart,,2015-10-01
2015,January,primary fire,education,0,0,Harrow,Harrow weald,tumble dryer - condensing,,utility room,Miele,professional tumble dryer,2015-01-01
2015,March,primary fire,non residential,0,0,Merton,Wimbledon town & dundonald,fridge - freestanding,wiring insulation,,Hotpoint,ice diamond,2015-03-01
2015,May,primary fire,non residential,0,0,Waltham forest,Higham hill,,wiring insulation,store room,Hotpoint,aqualtus,2015-05-01
2015,May,primary fire,non residential,0,0,Barking and dagenham,Becontree,freezer - freestanding,plastic - raw material only,store room,,,2015-05-01
2015,July,primary fire,non residential,0,0,Sutton,Sutton north,fridge - freestanding,capacitor,external structures,,,2015-07-01
2015,February,primary fire,non residential,0,0,Kingston upon thames,Motspur park & old malden east,,internal fittings,garage,,,2015-02-01
2016,April,primary fire,non residential,0,0,Lambeth,Streatham wells,tumble dryer - standard,,,,,2016-04-01
2016,October,primary fire,non residential,0,0,Hillingdon,South ruislip,tumble dryer - standard,bed/mattress,garage,Creda,,2016-10-01
2016,May,primary fire,non residential,0,0,Bexley,West heath,tumble dryer - condensing,unspecified internal fitting/part of structure,garage,Hoover,vhc 680f,2016-05-01
2016,November,primary fire,hospitals and medical care,0,0,Enfield,Upper edmonton,fridge - freestanding,plastic - raw material only,kitchen,Foster,e413870,2016-11-01
2016,September,primary fire,education,0,0,Hillingdon,Colham & cowley,freezer - freestanding,capacitor,utility room,Beko,tzg990,2016-09-01
2016,March,primary fire,outdoor structures,0,0,Bexley,Bexleyheath,tumble dryer - condensing,wiring insulation,external structures,Indesit,idv75(uk),2016-03-01
2016,March,primary fire,non residential,0,0,Havering,Havering-atte-bower,tumble dryer - standard,clothing,external structures,Hotpoint,tumble dryer model unknown,2016-03-01
2016,January,primary fire,non residential,0,0,Kingston upon thames,Hook & chessington north,tumble dryer - standard,clothing,,Hotpoint,aquarius ctd00,2016-01-01
2016,January,primary fire,hospitals and medical care,0,0,Hackney,Dalston,tumble dryer - standard,plastic - raw material only,utility room,Creda,simplicity tumble dryer,2016-01-01
2016,November,primary fire,dwelling,0,0,Haringey,Noel park,tumble dryer - condensing,wiring insulation,bathroom/toilet,Hoover,dyc8813b,2016-11-01
2016,November,primary fire,dwelling,0,0,Wandsworth,Thamesfield,dishwasher,plastic - raw material only,kitchen,Bosch,exxcel auto,2016-11-01
2016,October,primary fire,dwelling,0,0,Hammersmith and fulham,Coningham,tumble dryer - condensing,other item,utility room,Hotpoint,ctd00,2016-10-01
2016,November,primary fire,dwelling,0,0,Barnet,Edgware,tumble dryer - standard,foam - raw material only,utility room,Hotpoint,ultima tdl60,2016-11-01
2016,November,primary fire,dwelling,0,1,Southwark,Surrey docks,tumble dryer - standard,other textiles,kitchen,Hoover,vhv180,2016-11-01
2016,November,primary fire,dwelling,0,0,Bexley,Longlands,,internal fittings,kitchen,Hotpoint,deluxe 9525,2016-11-01
2016,November,primary fire,dwelling,0,0,Havering,Emerson park,dishwasher,internal fittings,kitchen,Lamona,hja8630,2016-11-01
2016,November,primary fire,dwelling,0,0,Croydon,New addington south,tumble dryer - condensing,other item,utility room,Hoover,dnc d91313-80,2016-11-01
2016,November,primary fire,dwelling,0,0,Barnet,Garden suburb,,,kitchen,,,2016-11-01
2016,November,primary fire,dwelling,0,0,Havering,Hylands & harrow lodge,,plastic - raw material only,kitchen,Hotpoint,wmef963p,2016-11-01
2016,November,primary fire,dwelling,0,0,Sutton,Sutton west & east cheam,,wiring insulation,kitchen,Howdens,8513,2016-11-01
2016,November,primary fire,dwelling,0,0,Hillingdon,Ruislip,tumble dryer - condensing,clothing,kitchen,Hotpoint,tcym75oc6s,2016-11-01
2016,February,primary fire,dwelling,0,0,Wandsworth,Northcote,,wiring insulation,kitchen,Indesit,11098,2016-02-01
2016,February,primary fire,dwelling,0,0,Hillingdon,Ickenham & south harefield,tumble dryer - condensing,other item,utility room,Hotpoint,ctd40p,2016-02-01
2016,May,primary fire,dwelling,0,0,Harrow,Harrow weald,dishwasher,plastic - raw material only,kitchen,Hotpoint,aquarius,2016-05-01
2016,May,primary fire,dwelling,0,0,Bexley,Falconwood & welling,dishwasher,,kitchen,Beko,dfds1531b,2016-05-01
2016,May,primary fire,dwelling,0,0,Croydon,Selhurst,fridge/freezer - freestanding,capacitor,dining room,Bosch,maxx classic,2016-05-01
2016,May,primary fire,dwelling,0,0,Ealing,Walpole,,wiring insulation,kitchen,Hoover,nextra 6-hnwl 7166 optima,2016-05-01
2016,May,primary fire,dwelling,0,0,Newham,Plaistow south,fridge/freezer - freestanding,wiring insulation,kitchen,Beko,cf5015apw,2016-05-01
2016,June,primary fire,dwelling,0,1,Southwark,Peckham rye,washer/dryer combined,wiring insulation,kitchen,Hoover,vh w654d - 80,2016-06-01
2016,June,primary fire,dwelling,0,0,Bromley,Mottingham,tumble dryer - condensing,other textiles,kitchen,Hotpoint,futura tvfm60,2016-06-01
2016,June,primary fire,dwelling,0,0,Westminster,Maida vale,dishwasher,wiring insulation,kitchen,Aeg,oko favorit 545,2016-06-01
2016,June,primary fire,dwelling,0,0,Wandsworth,Shaftesbury & queenstown,,rubber - raw material only,kitchen,Fagor,,2016-06-01
2016,June,primary fire,dwelling,0,0,Hounslow,Bedfont,tumble dryer - condensing,other item,kitchen,Hoover,infinity aquavision,2016-06-01
2016,June,primary fire,dwelling,0,0,Bromley,Hayes & coney hall,,wiring insulation,kitchen,Hotpoint,,2016-06-01
2016,June,primary fire,dwelling,0,0,Greenwich,Woolwich arsenal,fridge/freezer - freestanding,plastic - raw material only,kitchen,Beko,cda653fs,2016-06-01
2016,June,primary fire,dwelling,0,0,Bromley,Farnborough & crofton,,unspecified internal fitting/part of structure,kitchen,Zanussi,fl828,2016-06-01
2016,June,primary fire,dwelling,0,0,Bexley,Blackfen & lamorbey,,internal fittings,kitchen,N e f,,2016-06-01
2016,April,primary fire,dwelling,0,0,Bromley,West wickham,fridge - integrated,other item,kitchen,,,2016-04-01
2016,April,primary fire,dwelling,0,0,Hounslow,Feltham north,dishwasher,plastic - raw material only,kitchen,,,2016-04-01
2016,May,primary fire,dwelling,0,0,Barnet,Barnet vale,,internal fittings,utility room,L g,wm12336fd,2016-05-01
2016,April,primary fire,dwelling,0,0,Harrow,Stanmore,tumble dryer - standard,internal fittings,kitchen,Hotpoint,tvm570p,2016-04-01
2016,April,primary fire,dwelling,0,0,Tower hamlets,Mile end,washer/dryer combined,,kitchen,Hotpoint,aquarius wd440,2016-04-01
2016,April,primary fire,dwelling,0,0,Lewisham,Crofton park,,other item,kitchen,Siemens,vario perfect,2016-04-01
2016,December,primary fire,dwelling,0,2,Barnet,Childs hill,tumble dryer - standard,internal fittings,kitchen,Hotpoint,aquarius,2016-12-01
2016,December,primary fire,dwelling,0,0,Redbridge,Wanstead park,,plastic - raw material only,kitchen,Barco,xx-xxx,2016-12-01
2016,December,primary fire,dwelling,0,0,Bromley,Clock house,dishwasher,printed circuit board,kitchen,Hotpoint,fdw70p,2016-12-01
2016,October,primary fire,dwelling,0,1,Kensington and chelsea,Redcliffe,tumble dryer - standard,other textiles,utility room,Miele,t4839c,2016-10-01
2016,October,primary fire,dwelling,0,0,Hackney,King's park,tumble dryer - standard,other item,kitchen,Hotpoint,aquarius tcm580g,2016-10-01
2016,October,primary fire,dwelling,0,0,Barking and dagenham,Goresbrook,,plastic - raw material only,kitchen,Bosch,classixx 1200 express,2016-10-01
2016,October,primary fire,dwelling,0,0,Waltham forest,Cathall,tumble dryer - standard,plastic - raw material only,kitchen,Indesit,idc85k,2016-10-01
2016,September,primary fire,dwelling,0,0,Hillingdon,Yeading,tumble dryer - standard,bedding,utility room,Swan,,2016-09-01
2016,September,primary fire,dwelling,0,0,Greenwich,East greenwich,tumble dryer - condensing,other textiles,"under stairs (enclosed, storage area)",Indesit,idc75,2016-09-01
2016,September,primary fire,dwelling,0,0,Hounslow,Chiswick gunnersbury,,plastic - raw material only,kitchen,Neff,w5320x0gb,2016-09-01
2016,September,primary fire,dwelling,0,0,Greenwich,Eltham town & avery hill,,printed circuit board,kitchen,Hotpoint,wt741,2016-09-01
2016,September,primary fire,dwelling,0,0,Bromley,Clock house,freezer - freestanding,foam - raw material only,kitchen,Indesit,tzaa 10 uk 01 ,2016-09-01
2016,September,primary fire,dwelling,0,0,Barking and dagenham,Longbridge,,plastic - raw material only,kitchen,Bosch,,2016-09-01
2016,September,primary fire,dwelling,0,0,Enfield,Bullsmoor,dishwasher,printed circuit board,kitchen,Hotpoint,aquarius,2016-09-01
2016,July,primary fire,dwelling,0,0,Southwark,Dulwich hill,,internal fittings,kitchen,Electrolux,,2016-07-01
2016,July,primary fire,dwelling,0,0,Ealing,Perivale,fridge/freezer - freestanding,wiring insulation,kitchen,Samsung,side by side (american style) ,2016-07-01
2016,July,primary fire,dwelling,0,0,Wandsworth,Wandle,tumble dryer - standard,other textiles,utility room,Cda,cl920,2016-07-01
2016,July,primary fire,dwelling,0,0,Barnet,Brunswick park,washer/dryer combined,plastic - raw material only,kitchen,Whirlpool,awg345/4,2016-07-01
2016,December,primary fire,dwelling,0,0,Haringey,Seven sisters,,internal fittings,kitchen,Indesit,1200 wixl 123,2016-12-01
2016,May,primary fire,dwelling,0,0,Redbridge,Churchfields,tumble dryer - condensing,other item,utility room,Hotpoint,tcl 780g,2016-05-01
2016,July,primary fire,dwelling,0,0,Barking and dagenham,Barking riverside,tumble dryer - standard,other item,kitchen,Hotpoint,tcm580bp,2016-07-01
2016,July,primary fire,dwelling,0,0,Barnet,Colindale south,,wiring insulation,kitchen,Hoover,aaa 140-01,2016-07-01
2016,July,primary fire,dwelling,0,0,Havering,Marshalls & rise park,dishwasher,plastic - raw material only,kitchen,Bosch,dishwasher,2016-07-01
2016,August,primary fire,dwelling,0,0,Bexley,Barnehurst,freezer - freestanding,capacitor,kitchen,Beko,zsa 436s,2016-08-01
2016,August,primary fire,dwelling,0,0,Croydon,Thornton heath,tumble dryer - condensing,wiring insulation,kitchen,Hoover,dyc88132bxc-80,2016-08-01
2016,August,primary fire,dwelling,0,1,Merton,Pollards hill,fridge/freezer - freestanding,printed circuit board,kitchen,Beko,aclass,2016-08-01
2016,July,primary fire,dwelling,0,0,Barnet,Cricklewood,washer/dryer combined,clothing,kitchen,Lg,f148rd6,2016-07-01
2016,March,primary fire,retail,0,0,Havering,Rainham & wennington,freezer - freestanding,wiring insulation,shop floor/showroom/display hall,Industrial,,2016-03-01
2016,February,primary fire,retail,0,0,Croydon,Norbury & pollards hill,,rubber - raw material only,shop floor/showroom/display hall,Ipso,washing machine. ,2016-02-01
2016,January,late call,dwelling,0,0,Bromley,Bromley town,,,utility room,Miele,w5824,2016-01-01
2016,January,primary fire,dwelling,0,0,Lambeth,Brixton acre lane,,wiring insulation,utility room,Hotpoint,aquarius+ wmf700,2016-01-01
2016,January,primary fire,dwelling,0,0,Camden,Hampstead town,dishwasher,internal fittings,kitchen,,,2016-01-01
2016,January,primary fire,dwelling,0,0,Barnet,Hendon,,,kitchen,Miele,novotronic,2016-01-01
2016,February,primary fire,dwelling,0,0,Greenwich,Plumstead common,dishwasher,wiring insulation,kitchen,Bosch,,2016-02-01
2016,January,primary fire,dwelling,0,0,Islington,Tollington,,plastic - raw material only,kitchen,Hotpoint,wmxtf842g,2016-01-01
2016,February,primary fire,dwelling,0,0,Harrow,Rayners lane,,wiring insulation,kitchen,Servis,20002925865,2016-02-01
2016,February,primary fire,dwelling,0,0,Hounslow,Chiswick homefields,washer/dryer combined,wiring insulation,,Zanussi,wdj1074/a,2016-02-01
2016,February,primary fire,dwelling,0,4,Waltham forest,Leyton,fridge - freestanding,capacitor,kitchen,,,2016-02-01
2016,April,primary fire,food and drink,0,0,Waltham forest,Chapel end,dishwasher,printed circuit board,kitchen,Halcyon,maidaid,2016-04-01
2016,October,primary fire,food and drink,0,0,Bromley,Bromley town,fridge - freestanding,external fittings,store room,Silverwing,,2016-10-01
2016,March,primary fire,food and drink,0,0,Tower hamlets,Spitalfields & banglatown,freezer - freestanding,capacitor,,Porkka,f840,2016-03-01
2016,March,primary fire,retail,0,0,Kensington and chelsea,Queen's gate,,clothing,store room,Jla,88,2016-03-01
2016,May,primary fire,retail,0,0,Harrow,Kenton east,tumble dryer - condensing,other item,kitchen,Hotpoint,tcfm90c6p,2016-05-01
2016,December,primary fire,house in multiple occupation,0,0,Greenwich,Woolwich common,,wiring insulation,kitchen,Beko,wmd 261w,2016-12-01
2016,March,primary fire,dwelling,0,0,Bromley,Darwin,tumble dryer - standard,clothing,external structures,Candy,,2016-03-01
2016,January,primary fire,converted flats/maisonettes,0,0,Barnet,West finchley,fridge - integrated,other item,kitchen,Daewoo,,2016-01-01
2016,February,primary fire,converted flats/maisonettes,0,0,Wandsworth,Furzedown,,plastic - raw material only,kitchen,Bosch,wae24377gb,2016-02-01
2016,February,primary fire,converted flats/maisonettes,0,0,Ealing,Ealing common,tumble dryer - condensing,other item,utility room,Creda,t622cw,2016-02-01
2016,June,primary fire,converted flats/maisonettes,0,2,Barking and dagenham,Valence,fridge/freezer - freestanding,wiring insulation,bedroom,Beko,ca5411ffw,2016-06-01
2016,September,primary fire,converted flats/maisonettes,0,0,Lambeth,Streatham st. leonard's,tumble dryer - standard,internal fittings,kitchen,Hotpoint,vtd00g,2016-09-01
2016,April,primary fire,dwelling,0,0,Southwark,Old kent road,dishwasher,wiring insulation,kitchen,,,2016-04-01
2016,November,primary fire,purpose built flats/maisonettes,0,0,Ealing,Norwood green,,other furniture,kitchen,Indesit,iwd71451eco,2016-11-01
2016,December,primary fire,purpose built flats/maisonettes,0,0,Lewisham,Hither green,tumble dryer - condensing,other textiles,kitchen,Hotpoint,tcfm9oc6p,2016-12-01
2016,December,primary fire,purpose built flats/maisonettes,0,0,Southwark,St. giles,dishwasher,plastic - raw material only,kitchen,Matsui,ms2s/a,2016-12-01
2016,November,primary fire,purpose built flats/maisonettes,0,0,Westminster,Regent's park,dishwasher,wiring insulation,kitchen,Smeg,di 612 ca,2016-11-01
2016,December,primary fire,purpose built flats/maisonettes,0,0,Ealing,East acton,,internal fittings,kitchen,Bosch,waa28168gb/29,2016-12-01
2016,October,primary fire,purpose built flats/maisonettes,0,0,Sutton,Sutton south,tumble dryer - condensing,,,Beko,drcs68w,2016-10-01
2016,December,primary fire,converted flats/maisonettes,0,0,Hammersmith and fulham,Addison,dishwasher,wiring insulation,kitchen,Bosch,srs4302gb/10,2016-12-01
2016,February,primary fire,converted flats/maisonettes,0,0,Hammersmith and fulham,West kensington,fridge - freestanding,foam - raw material only,kitchen,,,2016-02-01
2016,February,primary fire,converted flats/maisonettes,0,0,Barnet,Hendon,tumble dryer - standard,clothing,bathroom/toilet,Bosch,t445,2016-02-01
2016,October,primary fire,converted flats/maisonettes,0,0,Hammersmith and fulham,Coningham,fridge/freezer - freestanding,capacitor,kitchen,Hotpoint,rfa52,2016-10-01
2016,May,primary fire,converted flats/maisonettes,0,0,Haringey,Crouch end,fridge - integrated,other item,kitchen,Philips,,2016-05-01
2016,May,primary fire,converted flats/maisonettes,0,1,Islington,Junction,fridge/freezer - integrated,capacitor,kitchen,Zanussi,zbb8294,2016-05-01
2016,April,primary fire,converted flats/maisonettes,0,0,Ealing,South acton,,,kitchen,Servis,m6003s-1,2016-04-01
2016,November,primary fire,purpose built flats/maisonettes,0,0,Brent,Barnhill,washer/dryer combined,internal fittings,kitchen,Bosch,wvt13240gb,2016-11-01
2016,November,primary fire,purpose built flats/maisonettes,0,0,Westminster,Little venice,fridge - integrated,rubber - raw material only,kitchen,De dietrich,rg8280,2016-11-01
2016,November,primary fire,purpose built flats/maisonettes,0,0,Wandsworth,Thamesfield,,wiring insulation,kitchen,Whirlpool,x,2016-11-01
2016,September,primary fire,purpose built flats/maisonettes,0,0,Tower hamlets,Mile end,spin dryer,wiring insulation,kitchen,White knight,c44a78,2016-09-01
2016,August,primary fire,purpose built flats/maisonettes,0,0,Redbridge,Hainault,,rubber - raw material only,airing/drying cupboard,Indesit,wii3uk,2016-08-01
2016,August,primary fire,purpose built flats/maisonettes,0,0,Enfield,Southgate,,clothing,kitchen,Hoover,dyn 9124 dg,2016-08-01
2016,August,primary fire,purpose built flats/maisonettes,0,1,Ealing,Norwood green,fridge/freezer - freestanding,plastic - raw material only,kitchen,Beko,a class,2016-08-01
2016,September,primary fire,purpose built flats/maisonettes,0,0,Hackney,Springfield,dishwasher,wiring insulation,kitchen,Hotpoint,vasca,2016-09-01
2016,October,primary fire,purpose built flats/maisonettes,0,0,Hounslow,Feltham west,,internal fittings,kitchen,Indesit,widl102,2016-10-01
2016,October,primary fire,purpose built flats/maisonettes,0,0,Lambeth,Stockwell west & larkhall,,,kitchen,Indesit,,2016-10-01
2016,July,primary fire,purpose built flats/maisonettes,0,0,Ealing,Northolt west end,tumble dryer - condensing,other item,kitchen,Hoover,dyc8813b,2016-07-01
2016,July,primary fire,purpose built flats/maisonettes,0,0,Waltham forest,Forest,,,airing/drying cupboard,Bosch,,2016-07-01
2016,June,primary fire,purpose built flats/maisonettes,0,0,Newham,West ham,,plastic - raw material only,kitchen,Hotpoint,ultima,2016-06-01
2016,August,primary fire,purpose built flats/maisonettes,0,0,Wandsworth,Battersea park,dishwasher,wiring insulation,kitchen,Toshiba,m44,2016-08-01
2016,June,primary fire,purpose built flats/maisonettes,0,0,Camden,Primrose hill,tumble dryer - condensing,rubber - raw material only,kitchen,Hotpoint,wd2ip 1st edition 1000,2016-06-01
2016,July,primary fire,purpose built flats/maisonettes,0,0,Hackney,Homerton,tumble dryer - condensing,internal fittings,kitchen,Indesit,idc85,2016-07-01
2016,June,primary fire,purpose built flats/maisonettes,0,0,Bexley,Thamesmead east,fridge/freezer - freestanding,other item,kitchen,,,2016-06-01
2016,July,primary fire,purpose built flats/maisonettes,0,0,Camden,Haverstock,tumble dryer - condensing,clothing,corridor/hall,,,2016-07-01
2016,May,primary fire,purpose built flats/maisonettes,0,0,Wandsworth,Wandsworth town,,wiring insulation,kitchen,,,2016-05-01
2016,May,primary fire,purpose built flats/maisonettes,0,0,Wandsworth,Wandsworth town,,,kitchen,Beko,wma10w,2016-05-01
2016,May,primary fire,purpose built flats/maisonettes,0,0,Merton,Wimbledon park,dishwasher,plastic - raw material only,kitchen,Hotpoint,aquaris,2016-05-01
2016,May,primary fire,purpose built flats/maisonettes,0,0,Hammersmith and fulham,Palace & hurlingham,,wiring insulation,kitchen,Bush,wm 1460tve,2016-05-01
2016,June,primary fire,purpose built flats/maisonettes,0,5,Islington,Caledonian,freezer - freestanding,other item,kitchen,Hotpoint,fzfm 171p,2016-06-01
2016,February,primary fire,purpose built flats/maisonettes,0,0,Sutton,The wrythe,,wiring insulation,kitchen,,,2016-02-01
2016,February,primary fire,purpose built flats/maisonettes,0,0,Hammersmith and fulham,Parsons green & sandford,tumble dryer - condensing,wiring insulation,kitchen,Hotpoint,,2016-02-01
2016,March,primary fire,purpose built flats/maisonettes,0,0,Wandsworth,West hill,tumble dryer - condensing,wiring insulation,kitchen,,,2016-03-01
2016,March,primary fire,purpose built flats/maisonettes,0,0,Camden,Belsize,,wiring insulation,kitchen,Siemens,siwamat xli 1240,2016-03-01
2016,March,primary fire,purpose built flats/maisonettes,0,0,Hackney,Springfield,,wiring insulation,bathroom/toilet,Beko,wm5101w,2016-03-01
2016,April,primary fire,purpose built flats/maisonettes,0,0,Tower hamlets,Bethnal green,dishwasher,plastic - raw material only,kitchen,Kenwood,kdw45x10,2016-04-01
2016,January,primary fire,purpose built flats/maisonettes,0,0,Southwark,Rotherhithe,,clothing,kitchen,,,2016-01-01
2016,January,primary fire,purpose built flats/maisonettes,0,0,Lewisham,Forest hill,tumble dryer - condensing,other item,kitchen,Indesit,is70lc,2016-01-01
2016,January,primary fire,purpose built flats/maisonettes,0,0,Croydon,Norbury & pollards hill,tumble dryer - condensing,clothing,utility room,,,2016-01-01
