Year,Month,IncType,ParentPropertyType,NumFireDeaths,NumAllFireInjuries,IncGeo_BoroughCode,IncGeo_BoroughName,IncGeo_WardCode,IncGeo_WardName,IgnitionSourcePower,IgnitionSource,ItemFirstIgnited,LocationFireStarted,ApplianceManufacturer,ApplianceManufacturerOther,MainCauseModel
2009,June,Primary Fire,Dwelling,0,0,E09000005,Brent,E05013505,Northwick Park,Electricity,Washing machine,Plastic - raw material only,Kitchen,HOTPOINT,NULL,95450
2009,May,Primary Fire,Dwelling,0,0,E09000031,Waltham Forest,E05013888,Grove Green,Electricity,Fridge/Freezer,Plastic - raw material only,Kitchen,BEKO,NULL,Glacier
2009,May,Primary Fire,Dwelling,0,0,E09000005,Brent,E05013513,Welsh Harp,Electricity,Fridge/Freezer,Wiring insulation,Kitchen,SAMSUNG,NULL,N/A
2009,January,Primary Fire,Dwelling,0,0,E09000003,Barnet,E05013628,Barnet Vale,Electricity,Washing machine,Plastic - raw material only,Kitchen,ZANUSSI,NULL,Jetsystem
2009,January,Primary Fire,Dwelling,0,0,E09000013,Hammersmith and Fulham,E05013740,Grove,Electricity,Fridge/Freezer,Other item,"Under stairs (enclosed, storage area)",PHILIPS,NULL,Unknown
2009,February,Primary Fire,Dwelling,0,0,E09000009,Ealing,E05013531,Northolt Mandeville,Electricity,Washer/Dryer combined,Other wooden item,Kitchen,HOOVER,NULL,Performa 1100
2009,February,Primary Fire,Dwelling,0,0,E09000027,Richmond upon Thames,E05013779,Hampton North,Electricity,Washing machine,Internal Fittings,Kitchen,ZANUSSI,NULL,Washing Machine
2009,February,Primary Fire,Dwelling,0,0,E09000004,Bexley,E05011225,Erith,Electricity,Dishwasher,Wiring insulation,Kitchen,HOTPOINT,NULL,NOT KNOWN
2009,February,Primary Fire,Dwelling,0,0,E09000015,Harrow,E05013544,Centenary,Electricity,Spin dryer,Plastic - raw material only,Not known,CREDA,NULL,77 s20 1pw
2009,January,Primary Fire,Dwelling,0,0,E09000021,Kingston upon Thames,E05013944,Surbiton Hill,Electricity,Washing machine,Plastic - raw material only,Kitchen,SAMSUNG,NULL,j1453s
2009,January,Primary Fire,Dwelling,0,0,E09000012,Hackney,E05009379,King's Park,Electricity,Tumble dryer - Standard,Clothing,Utility room,CREDA,NULL,12vw
2009,January,Primary Fire,Dwelling,0,0,E09000023,Lewisham,E05013717,Catford South,Electricity,Washing machine,Plastic - raw material only,Utility room,HOTPOINT,NULL,Aquarius
2009,June,Primary Fire,Dwelling,0,0,E09000009,Ealing,E05013530,Northfield,Electricity,Washing machine,Wiring insulation,Utility room,INDESIT,NULL,Unknown
2009,January,Primary Fire,Dwelling,0,0,E09000021,Kingston upon Thames,E05013937,Kingston Gate,Electricity,Tumble dryer - Standard,Bedding,Utility room,NULL,NULL,NULL
2009,July,Primary Fire,Residential Home,0,0,E09000003,Barnet,E05013634,Cricklewood,Electricity,Dishwasher,Internal Fittings,Kitchen,INDESIT,NULL,530
2009,July,Primary Fire,Residential Home,0,0,E09000003,Barnet,E05013634,Cricklewood,Electricity,Dishwasher,Internal Fittings,Kitchen,INDESIT,NULL,530
2009,January,Primary Fire,Residential Home,0,0,E09000009,Ealing,E05013535,Pitshanger,Electricity,Fridge/Freezer,Plastic - raw material only,Kitchen,FOSTER,NULL,PROG 1350 HA
2009,April,Primary Fire,Residential Home,0,0,E09000015,Harrow,E05013551,Kenton East,Electricity,Tumble dryer - Standard,Wiring insulation,Laundry room,MIELE,NULL,professional T5205C dryer
2009,December,Primary Fire,Retail,0,0,E09000013,Hammersmith and Fulham,E05013741,Hammersmith Broadway,Electricity,Fridge/Freezer,Wiring insulation,Shop floor/Showroom/Display hall,MURAL,NULL,Cronus
2009,August,Primary Fire,Retail,0,0,E09000032,Wandsworth,E05014009,Balham,Electricity,Fridge/Freezer,Wiring insulation,Kitchen,BEKO,NULL,To be informed.
2009,March,Primary Fire,Retail,0,0,E09000024,Merton,E05013824,St. Helier,Electricity,Washing machine,Wiring insulation,Shop floor/Showroom/Display hall,IPSO,NULL,1536968
2009,January,Primary Fire,Entertainment and culture,0,0,E09000033,Westminster,E05013806,St. James's,Electricity,Fridge/Freezer,Wiring insulation,Kitchen,CARVELL,NULL,unkown
2009,July,Primary Fire,Hospitals and medical care,0,0,E09000007,Camden,E05013658,Gospel Oak,Electricity,Dishwasher,Plastic - raw material only,Kitchen,HOBART,NULL,FXDS-70N
2009,July,Primary Fire,Non Residential,0,0,E09000016,Havering,E05013972,Hacton,Electricity,Fridge/Freezer,Other item,Garage,MONDIA,NULL,NOT KNOWN
2009,January,Primary Fire,Non Residential,0,0,E09000015,Harrow,E05013556,Pinner South,Electricity,Tumble dryer - Standard,Bedding,Garage,WHITE KNIGHT,NULL,-
2009,May,Primary Fire,Non Residential,0,0,E09000029,Sutton,E05013772,Worcester Park North,Electricity,Fridge/Freezer,Other item,Garage,NULL,NULL,NULL
2009,April,Primary Fire,Non Residential,0,0,E09000008,Croydon,E05011463,Addiscombe West,Electricity,Fridge/Freezer,Plastic - raw material only,External structures,HOTPOINT,NULL,Unknown
2010,March,Primary Fire,Retail,0,0,E09000033,Westminster,E05013806,St. James's,Electricity,Fridge/Freezer,Plastic - raw material only,Kitchen,FOSTER,NULL,2673
2010,December,Primary Fire,Non Residential,0,0,E09000017,Hillingdon,E05013573,Ickenham & South Harefield,Electricity,Tumble dryer - Standard,Other item,Other,HOTPOINT,NULL,TDL11P
2010,November,Primary Fire,Outdoor structures,0,0,E09000002,Barking and Dagenham,E05014057,Becontree,Electricity,Tumble dryer - Standard,Bedding,External structures,NULL,NULL,NULL
2010,May,Primary Fire,Retail,0,0,E09000033,Westminster,E05013796,Hyde Park,Electricity,Spin dryer,Clothing,Store room,NYBORG,NULL,wt15
2010,August,Primary Fire,Retail,0,0,E09000005,Brent,E05013500,Dollis Hill,Electricity,Fridge/Freezer,Wiring insulation,Shop floor/Showroom/Display hall,NULL,NULL,NULL
